tx_id,sender,receiver,amount,timestamp,is_fraud
TXN0FBA6326,wridesh37@okaxis,kara-golla@oksbi,251.32,2026-06-01 14:23:15,0
TXNC55DA2E8,hemang30@okaxis,patla-mukherjee@oksbi,404.75,2026-06-01 14:23:29,0
TXN51038A3B,ayaan19@okaxis,rege-rao@oksbi,34.13,2026-06-01 14:23:45,0
TXNEA647D4F,aarini94@okaxis,"issac,shettyandroy@oksbi",288.58,2026-06-01 14:24:06,0
TXN6D9F9BB3,nidra16@okaxis,chaudry-mital@oksbi,321.51,2026-06-01 14:24:31,0
TXNBFD64E6A,netra50@okaxis,"issac,shettyandroy@oksbi",913.23,2026-06-01 14:24:34,0
TXN23D5FFE3,damini14@okaxis,patlainc@oksbi,47.54,2026-06-01 14:25:55,0
TXNA1027ABF,janani91@okaxis,memon-vyas@oksbi,352.93,2026-06-01 14:26:16,0
TXN533C7BB5,ekantika93@okaxis,prabhakar-bhatti@oksbi,270.95,2026-06-01 14:26:25,0
TXNF7398086,charles29@okaxis,"palla,krishnanandnarang@oksbi",87.27,2026-06-01 14:27:05,0
TXN9418C83C,yash91@okaxis,prabhakar-bhatti@oksbi,68.76,2026-06-01 14:27:07,0
TXN968BB791,jagrati72@okaxis,"bassi,rajanandmuni@oksbi",75.52,2026-06-01 14:27:19,0
TXN3FE1B1B0,quincy54@okaxis,patla-mukherjee@oksbi,140.57,2026-06-01 14:27:33,0
TXN6E61AA57,bina42@okaxis,handa-bhasin@oksbi,181.07,2026-06-01 14:27:34,0
TXN6DE12B30,hardik58@okaxis,"mandal,shahandraghavan@oksbi",227.87,2026-06-01 14:27:34,0
TXNCD3904C1,noah75@okaxis,"tak,sridharandprashad@oksbi",232.18,2026-06-01 14:28:09,0
TXNBEA1F6AB,siya40@okaxis,setty-bajaj@oksbi,85.05,2026-06-01 14:28:16,0
TXNAAE2B1E0,nirja66@okaxis,viswanathan-bail@oksbi,126.8,2026-06-01 14:28:22,0
TXNF8F59272,frederick61@okaxis,"gala,senguptaandanand@oksbi",141.95,2026-06-01 14:28:41,0
TXN8082A0D8,niharika67@okaxis,handa-bhasin@oksbi,504.1,2026-06-01 14:28:54,0
TXN3CD7F43F,laban44@okaxis,"mandal,shahandraghavan@oksbi",115.0,2026-06-01 14:28:58,0
TXND363B241,sneha22@okaxis,kara-golla@oksbi,61.66,2026-06-01 14:30:47,0
TXN80913777,gautami48@okaxis,"chand,daniandbansal@oksbi",50.74,2026-06-01 14:31:29,0
TXN6A627CED,nimrat37@okaxis,"issac,shettyandroy@oksbi",197.07,2026-06-01 14:31:34,0
TXN32CB9EF8,dipta42@okaxis,"guha,kuruvillaanddeshmukh@oksbi",52.59,2026-06-01 14:31:56,0
TXNEAB81A8E,mohini39@okaxis,"gole,groverandgoyal@oksbi",99.56,2026-06-01 14:32:34,0
TXNE9BD6B36,bimala76@okaxis,vaidyainc@oksbi,237.55,2026-06-01 14:33:12,0
TXNCA096A2F,indira24@okaxis,"bassi,rajanandmuni@oksbi",698.32,2026-06-01 14:33:20,0
TXN86C540FD,bhanumati11@okaxis,subramanian-sridhar@oksbi,350.25,2026-06-01 14:33:32,0
TXNB9687DE0,gauri99@okaxis,dyal-rai@oksbi,381.39,2026-06-01 14:33:36,0
TXN6A3C7DE0,ekalinga28@okaxis,"gole,groverandgoyal@oksbi",79.3,2026-06-01 14:33:49,0
TXN24A41D55,xavier72@okaxis,"guha,kuruvillaanddeshmukh@oksbi",333.7,2026-06-01 14:33:50,0
TXNE40D1816,nikita98@okaxis,raigroup@oksbi,495.14,2026-06-01 14:34:04,0
TXNC666F940,jalsa59@okaxis,chowdhury-kala@oksbi,387.83,2026-06-01 14:34:31,0
TXN13457BFB,anita27@okaxis,panchal-lanka@oksbi,401.93,2026-06-01 14:34:32,0
TXN4656C0AA,triya22@okaxis,"mandal,shahandraghavan@oksbi",404.63,2026-06-01 14:34:35,0
TXNFEBBD008,jalsa93@okaxis,prabhakar-bhatti@oksbi,142.06,2026-06-01 14:35:03,0
TXN9A41E3BE,laksh57@okaxis,kothari-pal@oksbi,151.9,2026-06-01 14:35:24,0
TXN10A7900C,dipta42@okaxis,balainc@oksbi,260.91,2026-06-01 14:36:01,0
TXNF1ABFF7D,advik95@okaxis,dyal-rai@oksbi,603.26,2026-06-01 14:36:21,0
TXN58EDD881,ekiya61@okaxis,raigroup@oksbi,378.01,2026-06-01 14:36:35,0
TXNFD61863B,tanish79@okaxis,purohit-mody@oksbi,34.61,2026-06-01 14:36:37,0
TXN062852AC,henry96@okaxis,patla-mukherjee@oksbi,460.17,2026-06-01 14:36:42,0
TXNB66C8D96,samar61@okaxis,patla-mukherjee@oksbi,93.93,2026-06-01 14:37:06,0
TXNFBBC2121,harish71@okaxis,malhotra-ghose@oksbi,207.22,2026-06-01 14:37:28,0
TXN7C8CB788,harshil56@okaxis,memon-vyas@oksbi,84.17,2026-06-01 14:38:33,0
TXND6CEA25A,nirja94@okaxis,seth-bala@oksbi,196.65,2026-06-01 14:39:07,0
TXNEFFA8617,abdul47@okaxis,dutt-bakshi@oksbi,78.51,2026-06-01 14:39:23,0
TXND1294832,udyati65@okaxis,patla-mukherjee@oksbi,316.79,2026-06-01 14:40:07,0
TXN5EE1F7DE,ria48@okaxis,nadig-acharya@oksbi,91.06,2026-06-01 14:40:40,0
TXN6EA019FF,jatin48@okaxis,"issac,shettyandroy@oksbi",108.64,2026-06-01 14:40:41,0
TXNB9685FA8,chaman42@okaxis,nadig-acharya@oksbi,334.98,2026-06-01 14:40:49,0
TXNBBC59212,hardik72@okaxis,patlainc@oksbi,469.05,2026-06-01 14:40:58,0
TXN02BBE1DF,dayita58@okaxis,narayananinc@oksbi,53.93,2026-06-01 14:42:46,0
TXN0D1C839E,urvashi32@okaxis,"issac,shettyandroy@oksbi",300.46,2026-06-01 14:42:53,0
TXN2EF9ACE4,chandresh48@okaxis,"gala,senguptaandanand@oksbi",497.56,2026-06-01 14:43:28,0
TXN89D05CCC,sneha22@okaxis,lataandsons@oksbi,550.58,2026-06-01 14:44:24,0
TXN56119CC6,dayita58@okaxis,subramanian-sridhar@oksbi,207.11,2026-06-01 14:44:53,0
TXN1D68A65C,gunbir30@okaxis,"sinha,daraandsalvi@oksbi",986.99,2026-06-01 14:45:10,0
TXNBBCBA924,lakshmi45@okaxis,"chopra,padmanabhanandwarrior@oksbi",583.91,2026-06-01 14:45:16,0
TXN47AA2187,jagdish54@okaxis,nadkarniplc@oksbi,54.66,2026-06-01 14:45:33,0
TXNCDF168A3,isha56@okaxis,"sathe,luthraandsule@oksbi",68.43,2026-06-01 14:45:34,0
TXN21B04F32,charles29@okaxis,nadkarniplc@oksbi,82.76,2026-06-01 14:45:49,0
TXN3EC50E1F,daniel85@okaxis,balainc@oksbi,318.04,2026-06-01 14:45:51,0
TXN67A3B388,janani91@okaxis,setty-bajaj@oksbi,99.9,2026-06-01 14:46:29,0
TXN0B599CA9,tanish79@okaxis,viswanathan-bail@oksbi,113.06,2026-06-01 14:46:32,0
TXN385A52AE,abdul60@okaxis,"kala,duttandmodi@oksbi",1610.44,2026-06-01 14:46:39,0
TXNB4E93749,harinakshi24@okaxis,narayananinc@oksbi,327.62,2026-06-01 14:46:58,0
TXN52EFD395,aayush10@okaxis,balayinc@oksbi,290.87,2026-06-01 14:48:07,0
TXND6098F82,lila32@okaxis,vaidyainc@oksbi,240.35,2026-06-01 14:48:48,0
TXN9F595FFC,ekapad42@okaxis,kara-golla@oksbi,331.61,2026-06-01 14:48:53,0
TXN16FD155A,jackson81@okaxis,"chand,daniandbansal@oksbi",111.29,2026-06-01 14:49:10,0
TXN6D8D429A,kevin53@okaxis,"mandal,shahandraghavan@oksbi",1018.34,2026-06-01 14:49:40,0
TXN8BDB37AA,henry71@okaxis,patla-mukherjee@oksbi,209.72,2026-06-01 14:49:47,0
TXNBE871881,aarav39@okaxis,patla-mukherjee@oksbi,46.56,2026-06-01 14:50:02,0
TXN973C1960,yuvraj27@okaxis,prabhakar-bhatti@oksbi,543.43,2026-06-01 14:50:48,0
TXNF503B997,mohammed21@okaxis,"kant,rajagopalandpai@oksbi",325.52,2026-06-01 14:50:52,0
TXN193F5A18,urvashi32@okaxis,"kala,duttandmodi@oksbi",741.23,2026-06-01 14:50:55,0
TXNDAFE6063,harish23@okaxis,"gole,jainandnazareth@oksbi",118.25,2026-06-01 14:51:00,0
TXNA44BF23F,yashica96@okaxis,nigam-nori@oksbi,173.25,2026-06-01 14:51:35,0
TXN420BBE0D,aarav10@okaxis,"gole,jainandnazareth@oksbi",1182.78,2026-06-01 14:52:09,0
TXN9FCC4685,yatan57@okaxis,"palla,krishnanandnarang@oksbi",381.27,2026-06-01 14:52:25,0
TXN147442EB,rajeshri65@okaxis,nadkarniplc@oksbi,286.66,2026-06-01 14:52:30,0
TXN4CDACD32,lopa63@okaxis,vaidyainc@oksbi,134.4,2026-06-01 14:52:35,0
TXN04328DEA,raksha64@okaxis,kothari-pal@oksbi,111.15,2026-06-01 14:52:53,0
TXNB2EAF580,harish63@okaxis,"sharaf,srinivasananddhillon@oksbi",57.94,2026-06-01 14:53:08,0
TXNF9F306F7,ayush76@okaxis,"gala,senguptaandanand@oksbi",215.81,2026-06-01 14:53:20,0
TXN9BDA896B,hritik64@okaxis,kothari-pal@oksbi,93.94,2026-06-01 14:53:51,0
TXN52FC22D0,jagat24@okaxis,dyal-rai@oksbi,198.37,2026-06-01 14:54:10,0
TXNF84C5631,amruta74@okaxis,handa-bhasin@oksbi,272.25,2026-06-01 14:55:02,0
TXND6D2DCF7,gautami48@okaxis,narayananinc@oksbi,108.19,2026-06-01 14:55:08,0
TXN28B86A5C,xiti27@okaxis,"tak,sridharandprashad@oksbi",36.48,2026-06-01 14:55:13,0
TXN9CBE8E24,faras54@okaxis,raigroup@oksbi,251.17,2026-06-01 14:55:13,0
TXN175457BC,ekiya61@okaxis,chowdhury-kala@oksbi,115.07,2026-06-01 14:55:22,0
TXNDA49F352,umang48@okaxis,chaudry-mital@oksbi,543.82,2026-06-01 14:56:08,0
TXNF093F184,ayaan70@okaxis,setty-bajaj@oksbi,35.68,2026-06-01 14:56:17,0
TXN391F95ED,aarnav92@okaxis,subramanian-mangat@oksbi,538.24,2026-06-01 14:56:29,0
TXN594388FC,sai76@okaxis,"guha,kuruvillaanddeshmukh@oksbi",161.73,2026-06-01 14:56:30,0
TXN56A85BCE,bhanumati11@okaxis,handa-bhasin@oksbi,185.54,2026-06-01 14:57:17,0
TXNA798B031,manbir70@okaxis,"tak,sridharandprashad@oksbi",359.06,2026-06-01 14:57:24,0
TXNBF93F0E1,hardik72@okaxis,panchal-lanka@oksbi,117.78,2026-06-01 14:57:59,0
TXNBD120229,aradhana18@okaxis,purohit-mody@oksbi,691.63,2026-06-01 14:58:46,0
TXN3FE22C57,aradhana18@okaxis,"gole,groverandgoyal@oksbi",477.53,2026-06-01 14:59:18,0
TXN6D2F9759,neha99@okaxis,viswanathan-bail@oksbi,35.1,2026-06-01 14:59:30,0
TXN8BBC2925,devika42@okaxis,panchal-lanka@oksbi,385.03,2026-06-01 15:01:12,0
TXN75B6F2C5,saumya84@okaxis,khanna-ganesh@oksbi,248.35,2026-06-01 15:01:18,0
TXN1936663C,ethan63@okaxis,rege-rao@oksbi,384.56,2026-06-01 15:02:02,0
TXNCE2B1803,daksha89@okaxis,"sharaf,srinivasananddhillon@oksbi",121.36,2026-06-01 15:02:08,0
TXN7D65F207,abdul60@okaxis,patla-mukherjee@oksbi,121.06,2026-06-01 15:02:13,0
TXNDAAE4273,rayaan71@okaxis,kothari-pal@oksbi,258.87,2026-06-01 15:02:31,0
TXNA697FC29,rajeshri65@okaxis,"bassi,rajanandmuni@oksbi",181.82,2026-06-01 15:02:32,0
TXN7EFF583E,shaurya63@okaxis,tataplc@oksbi,131.97,2026-06-01 15:03:01,0
TXN5586FA6B,pranav72@okaxis,"gole,groverandgoyal@oksbi",492.03,2026-06-01 15:03:39,0
TXN48D56DC3,yagnesh22@okaxis,"mandal,shahandraghavan@oksbi",199.06,2026-06-01 15:04:05,0
TXN8A982AD7,neha99@okaxis,"tak,sridharandprashad@oksbi",53.96,2026-06-01 15:04:12,0
TXNAD029F31,falan81@okaxis,seth-bala@oksbi,87.8,2026-06-01 15:04:37,0
TXND17B4BBE,bhavani65@okaxis,"kant,rajagopalandpai@oksbi",291.05,2026-06-01 15:05:16,0
TXNE7C073E7,xavier72@okaxis,seth-bala@oksbi,67.52,2026-06-01 15:05:34,0
TXN833F4531,chaman74@okaxis,"issac,shettyandroy@oksbi",50.89,2026-06-01 15:05:56,0
TXNAEFAAA00,frederick61@okaxis,raigroup@oksbi,45.14,2026-06-01 15:06:08,0
TXN071D35DA,advaith94@okaxis,handa-bhasin@oksbi,246.35,2026-06-01 15:06:54,0
TXN33A10C8B,amruta74@okaxis,acharya-kapur@oksbi,1044.14,2026-06-01 15:07:45,0
TXN13832704,owen75@okaxis,"guha,kuruvillaanddeshmukh@oksbi",93.04,2026-06-01 15:08:05,0
TXNA59AA16D,yuvraj97@okaxis,"guha,kuruvillaanddeshmukh@oksbi",34.9,2026-06-01 15:08:26,0
TXN8D6A70AC,suhani15@okaxis,raigroup@oksbi,688.24,2026-06-01 15:08:49,0
TXN7E54598C,ekanta30@okaxis,"sathe,luthraandsule@oksbi",248.44,2026-06-01 15:08:51,0
TXNA98C4DD2,mitesh38@okaxis,dyal-rai@oksbi,206.81,2026-06-01 15:09:42,0
TXND72E5F2A,chanchal42@okaxis,setty-bajaj@oksbi,81.92,2026-06-01 15:09:45,0
TXNEADD1EC4,kabir78@okaxis,"kant,rajagopalandpai@oksbi",103.63,2026-06-01 15:09:59,0
TXN9B3E3825,laban44@okaxis,"bassi,rajanandmuni@oksbi",588.93,2026-06-01 15:10:56,0
TXN5915CA2A,ekalinga24@okaxis,patlainc@oksbi,265.54,2026-06-01 15:11:53,0
TXNBA3796E9,tanmayi31@okaxis,patlainc@oksbi,100.68,2026-06-01 15:12:36,0
TXNE834F1CA,zarna21@okaxis,sama-ratti@oksbi,366.0,2026-06-01 15:13:41,0
TXN30E8B1D9,jyoti31@okaxis,khanna-ganesh@oksbi,296.5,2026-06-01 15:13:43,0
TXN4A442024,rajata21@okaxis,sama-ratti@oksbi,257.08,2026-06-01 15:14:05,0
TXNE7BE4AAA,harrison63@okaxis,dutt-bakshi@oksbi,272.77,2026-06-01 15:14:10,0
TXNE7D44702,divya60@okaxis,"issac,shettyandroy@oksbi",448.93,2026-06-01 15:14:25,0
TXN5B97D056,darsh43@okaxis,nadkarniplc@oksbi,97.66,2026-06-01 15:15:26,0
TXN99B68EC6,jagvi42@okaxis,"gole,groverandgoyal@oksbi",167.91,2026-06-01 15:15:45,0
TXN71306EB0,daniel85@okaxis,"issac,shettyandroy@oksbi",160.27,2026-06-01 15:16:55,0
TXNA51EB5DF,yutika82@okaxis,"bassi,rajanandmuni@oksbi",184.94,2026-06-01 15:16:56,0
TXN64BA0CDB,maanas77@okaxis,"gole,jainandnazareth@oksbi",545.14,2026-06-01 15:17:12,0
TXND6D06300,indira24@okaxis,nadig-acharya@oksbi,57.43,2026-06-01 15:17:12,0
TXN0DC23FD3,pahal23@okaxis,"bassi,rajanandmuni@oksbi",129.46,2026-06-01 15:17:16,0
TXN1D8B4023,chanchal42@okaxis,sama-ratti@oksbi,22.78,2026-06-01 15:17:41,0
TXNBBCD6865,dayita58@okaxis,chowdhury-kala@oksbi,89.8,2026-06-01 15:19:26,0
TXND238338C,harrison63@okaxis,"gala,senguptaandanand@oksbi",76.79,2026-06-01 15:20:05,0
TXNAF5D1C59,abdul60@okaxis,nadig-acharya@oksbi,30.66,2026-06-01 15:21:23,0
TXNDC53069E,harshil56@okaxis,patla-mukherjee@oksbi,169.05,2026-06-01 15:21:34,0
TXN220FB9B0,jack55@okaxis,"bassi,rajanandmuni@oksbi",171.82,2026-06-01 15:21:43,0
TXN92E2FBB7,benjamin91@okaxis,nigam-nori@oksbi,228.87,2026-06-01 15:21:59,0
TXN381955B4,krisha22@okaxis,tataplc@oksbi,315.2,2026-06-01 15:22:00,0
TXNA0AA8101,gaurav23@okaxis,dutt-bakshi@oksbi,75.07,2026-06-01 15:22:37,0
TXN34C4AA58,bhavini63@okaxis,acharya-kapur@oksbi,63.16,2026-06-01 15:22:50,0
TXN22DAEB9E,lakshmi90@okaxis,tataplc@oksbi,371.28,2026-06-01 15:22:58,0
TXN7A48EA2E,rajeshri65@okaxis,"bassi,rajanandmuni@oksbi",101.72,2026-06-01 15:24:14,0
TXN8C4ECAB3,amara87@okaxis,"chopra,padmanabhanandwarrior@oksbi",517.85,2026-06-01 15:24:20,0
TXN257CD9F6,anvi61@okaxis,"palla,krishnanandnarang@oksbi",289.26,2026-06-01 15:24:26,0
TXNA53F72F2,karan96@okaxis,"guha,kuruvillaanddeshmukh@oksbi",204.45,2026-06-01 15:25:27,0
TXNAFAF3C6A,girik71@okaxis,khanna-ganesh@oksbi,216.64,2026-06-01 15:25:55,0
TXN9B991671,triya22@okaxis,nadkarniplc@oksbi,232.5,2026-06-01 15:26:35,0
TXN42B94BFD,avni65@okaxis,lataandsons@oksbi,1109.78,2026-06-01 15:26:48,0
TXN09370A0D,noah12@okaxis,chowdhury-kala@oksbi,146.49,2026-06-01 15:27:13,0
TXN1A546F1F,jasmit28@okaxis,"chopra,padmanabhanandwarrior@oksbi",343.25,2026-06-01 15:27:15,0
TXNEB9D4915,dominic46@okaxis,balainc@oksbi,185.15,2026-06-01 15:27:15,0
TXNE7A629F6,edhitha95@okaxis,"chopra,padmanabhanandwarrior@oksbi",893.19,2026-06-01 15:27:17,0
TXN3179B7E6,anay31@okaxis,handa-bhasin@oksbi,168.51,2026-06-01 15:27:25,0
TXN351E0A75,quincy54@okaxis,"chopra,padmanabhanandwarrior@oksbi",30.57,2026-06-01 15:27:55,0
TXN2896DEA5,anamika68@okaxis,prabhakar-bhatti@oksbi,877.21,2026-06-01 15:28:42,0
TXNBE9E3CE3,vedant82@okaxis,prabhakar-bhatti@oksbi,211.69,2026-06-01 15:29:41,0
TXN88C6D2FB,indali32@okaxis,patlainc@oksbi,199.04,2026-06-01 15:29:42,0
TXNDD8693FC,nidra16@okaxis,nigam-nori@oksbi,37.06,2026-06-01 15:29:53,0
TXN5AF9A332,amaira67@okaxis,patlainc@oksbi,460.41,2026-06-01 15:30:03,0
TXNBFC30975,damini14@okaxis,memon-vyas@oksbi,159.19,2026-06-01 15:30:15,0
TXNB369C13F,harinakshi24@okaxis,nadig-acharya@oksbi,775.53,2026-06-01 15:30:32,0
TXN4BE47591,advik66@okaxis,"issac,shettyandroy@oksbi",154.65,2026-06-01 15:31:02,0
TXN24AAE6F9,sanaya16@okaxis,balainc@oksbi,20.69,2026-06-01 15:31:13,0
TXN6E868065,aarav10@okaxis,subramanian-mangat@oksbi,284.88,2026-06-01 15:31:14,0
TXNCEBB88C3,ikshita90@okaxis,"sharaf,srinivasananddhillon@oksbi",417.01,2026-06-01 15:31:15,0
TXNC0391B7D,aarini94@okaxis,seth-bala@oksbi,138.05,2026-06-01 15:31:59,0
TXNEC0D0546,arya82@okaxis,prabhakar-bhatti@oksbi,177.19,2026-06-01 15:32:07,0
TXNBF406016,fariq58@okaxis,lataandsons@oksbi,1348.7,2026-06-01 15:32:12,0
TXN05F33E38,samarth55@okaxis,"guha,kuruvillaanddeshmukh@oksbi",37.65,2026-06-01 15:33:43,0
TXN0197FB47,upasna26@okaxis,"gole,groverandgoyal@oksbi",304.49,2026-06-01 15:34:50,0
TXN0DFF6247,gaurav23@okaxis,rege-rao@oksbi,607.83,2026-06-01 15:35:44,0
TXNA9024D40,dipta42@okaxis,patlainc@oksbi,201.22,2026-06-01 15:36:11,0
TXN6A89810F,aarav39@okaxis,balainc@oksbi,357.85,2026-06-01 15:36:46,0
TXNFC066A88,bina77@okaxis,"gala,senguptaandanand@oksbi",307.73,2026-06-01 15:37:09,0
TXN3CF8E265,nicholas24@okaxis,nadkarniplc@oksbi,1101.01,2026-06-01 15:37:39,0
TXN40C95925,daksha26@okaxis,"bassi,rajanandmuni@oksbi",78.08,2026-06-01 15:38:00,0
TXNA0A5915C,chaman74@okaxis,viswanathan-bail@oksbi,89.16,2026-06-01 15:38:22,0
TXN05B41985,gauri99@okaxis,raigroup@oksbi,319.99,2026-06-01 15:38:29,0
TXN9FEFFD3A,garima64@okaxis,balainc@oksbi,46.0,2026-06-01 15:38:46,0
TXN532222B2,niharika67@okaxis,dutt-bakshi@oksbi,639.91,2026-06-01 15:39:12,0
TXN8A9D2FE4,atharv70@okaxis,acharya-kapur@oksbi,159.35,2026-06-01 15:39:22,0
TXN0D0D61DD,chaitanya91@okaxis,vaidyainc@oksbi,492.26,2026-06-01 15:40:41,0
TXNDC41F7F1,aashi95@okaxis,"bassi,rajanandmuni@oksbi",84.72,2026-06-01 15:40:49,0
TXND60CC39D,bina42@okaxis,rege-rao@oksbi,684.0,2026-06-01 15:40:57,0
TXNAB0E5BAE,ranveer64@okaxis,nigam-nori@oksbi,203.05,2026-06-01 15:42:02,0
TXN0D3C5338,gabriel63@okaxis,narayananinc@oksbi,178.2,2026-06-01 15:42:03,0
TXNDBA87261,zilmil90@okaxis,patla-mukherjee@oksbi,204.57,2026-06-01 15:42:09,0
TXNCDA51DEC,laban87@okaxis,lataandsons@oksbi,104.45,2026-06-01 15:42:22,0
TXNDFFDF7BB,jackson52@okaxis,setty-bajaj@oksbi,279.0,2026-06-01 15:42:37,0
TXN10909BFE,harrison63@okaxis,balainc@oksbi,51.76,2026-06-01 15:42:44,0
TXN91F39DAA,siya40@okaxis,vaidyainc@oksbi,46.78,2026-06-01 15:43:24,0
TXNFCD10F5A,chanchal81@okaxis,"sinha,daraandsalvi@oksbi",19.51,2026-06-01 15:44:09,0
TXN398F7D04,ojas29@okaxis,nadig-acharya@oksbi,197.11,2026-06-01 15:44:24,0
TXN77DA34E6,yash99@okaxis,dutt-bakshi@oksbi,114.81,2026-06-01 15:44:39,0
TXN91AF0A33,gabriel77@okaxis,vaidyainc@oksbi,120.91,2026-06-01 15:45:55,0
TXN35622B6A,noah75@okaxis,"guha,kuruvillaanddeshmukh@oksbi",413.93,2026-06-01 15:47:08,0
TXND3C8635E,chanchal34@okaxis,"mandal,shahandraghavan@oksbi",555.68,2026-06-01 15:47:14,0
TXN1D5294D9,vasudha13@okaxis,dutt-bakshi@oksbi,156.33,2026-06-01 15:47:21,0
TXNED226737,gabriel77@okaxis,"gole,groverandgoyal@oksbi",234.67,2026-06-01 15:47:24,0
TXN8B9D6429,dipta33@okaxis,"gole,groverandgoyal@oksbi",251.19,2026-06-01 15:47:52,0
TXN38F73566,zarna21@okaxis,"gole,groverandgoyal@oksbi",181.14,2026-06-01 15:48:20,0
TXN6AE77A09,lila32@okaxis,"kala,duttandmodi@oksbi",398.61,2026-06-01 15:49:17,0
TXNEB203D48,saanvi82@okaxis,balainc@oksbi,30.69,2026-06-01 15:49:50,0
TXNF3BC08B1,aradhana18@okaxis,memon-vyas@oksbi,171.49,2026-06-01 15:50:39,0
TXN5E6B81C1,chandresh48@okaxis,khanna-ganesh@oksbi,21.96,2026-06-01 15:51:00,0
TXN37DD70B4,zayan33@okaxis,malhotra-ghose@oksbi,409.36,2026-06-01 15:51:21,0
TXN58046AC7,dhruv89@okaxis,tataplc@oksbi,39.46,2026-06-01 15:51:37,0
TXN6A6D1AF2,triya22@okaxis,raigroup@oksbi,211.12,2026-06-01 15:52:04,0
TXN01126AF4,udarsh87@okaxis,chowdhury-kala@oksbi,386.35,2026-06-01 15:52:31,0
TXN92582F7A,yashawini56@okaxis,lataandsons@oksbi,82.85,2026-06-01 15:54:07,0
TXN6795AC48,yash91@okaxis,vaidyainc@oksbi,449.01,2026-06-01 15:54:27,0
TXN73E2741F,advik12@okaxis,subramanian-sridhar@oksbi,71.01,2026-06-01 15:54:34,0
TXND339F1B7,xavier66@okaxis,purohit-mody@oksbi,259.94,2026-06-01 15:54:35,0
TXNA8A1E004,isha56@okaxis,subramanian-mangat@oksbi,121.08,2026-06-01 15:54:41,0
TXNE8460E4B,zayan32@okaxis,setty-bajaj@oksbi,828.83,2026-06-01 15:54:45,0
TXN4A7152B0,tanvi22@okaxis,nigam-nori@oksbi,1338.2,2026-06-01 15:54:55,0
TXNB3E3F920,sanaya16@okaxis,raigroup@oksbi,291.36,2026-06-01 15:55:00,0
TXNFEEF1FBC,lakshit94@okaxis,chowdhury-kala@oksbi,411.75,2026-06-01 15:55:56,0
TXNC8313C29,finn99@okaxis,"chand,daniandbansal@oksbi",339.39,2026-06-01 15:56:18,0
TXNFBF7A799,wahab26@okaxis,purohit-mody@oksbi,183.93,2026-06-01 15:56:56,0
TXNC8CB780F,guneet52@okaxis,viswanathan-bail@oksbi,49.4,2026-06-01 15:57:50,0
TXN9D64EC0D,bhavika78@okaxis,"gala,senguptaandanand@oksbi",326.91,2026-06-01 15:57:53,0
TXN71A62478,jalsa59@okaxis,"chopra,padmanabhanandwarrior@oksbi",375.24,2026-06-01 15:58:20,0
TXN7C6F877B,rajeshri37@okaxis,"sathe,luthraandsule@oksbi",330.21,2026-06-01 16:00:01,0
TXN1FC535E8,noah48@okaxis,panchal-lanka@oksbi,499.36,2026-06-01 16:00:28,0
TXN387AEEE7,osha74@okaxis,viswanathan-bail@oksbi,186.95,2026-06-01 16:00:33,0
TXN0105196E,qadim33@okaxis,subramanian-mangat@oksbi,693.4,2026-06-01 16:01:00,0
TXNF646D7CE,oeshi17@okaxis,viswanathan-bail@oksbi,32.22,2026-06-01 16:01:01,0
TXN80380514,charles46@okaxis,rege-rao@oksbi,67.32,2026-06-01 16:01:28,0
TXNF575EE03,triya47@okaxis,"sinha,daraandsalvi@oksbi",79.64,2026-06-01 16:01:36,0
TXNDA7BAC4F,bhavini63@okaxis,subramanian-sridhar@oksbi,187.45,2026-06-01 16:02:03,0
TXN9FDF2DCE,chanakya99@okaxis,"palla,krishnanandnarang@oksbi",80.05,2026-06-01 16:02:50,0
TXNB9F34DE9,lipika57@okaxis,balainc@oksbi,176.39,2026-06-01 16:03:02,0
TXN9CA60D39,jasmit20@okaxis,prabhakar-bhatti@oksbi,969.81,2026-06-01 16:03:06,0
TXN046076F5,charles29@okaxis,dyal-rai@oksbi,353.76,2026-06-01 16:04:12,0
TXNA33B048F,wahab26@okaxis,malhotra-ghose@oksbi,616.63,2026-06-01 16:04:16,0
TXN27226493,maanas77@okaxis,purohit-mody@oksbi,164.77,2026-06-01 16:05:15,0
TXN0B733231,yash91@okaxis,narayananinc@oksbi,21.02,2026-06-01 16:06:50,0
TXNA41ED452,lajita28@okaxis,setty-bajaj@oksbi,155.04,2026-06-01 16:07:19,0
TXN3589BB04,sneha22@okaxis,"issac,shettyandroy@oksbi",32.43,2026-06-01 16:07:35,0
TXN2B6279A9,osha84@okaxis,kara-golla@oksbi,648.08,2026-06-01 16:07:43,0
TXN3B1C67B0,orinder75@okaxis,"sinha,daraandsalvi@oksbi",198.37,2026-06-01 16:07:56,0
TXN49479B6D,harinakshi24@okaxis,"kala,duttandmodi@oksbi",63.31,2026-06-01 16:09:51,0
TXN58FA78F2,libni37@okaxis,dyal-rai@oksbi,61.48,2026-06-01 16:10:21,0
TXNE83EFE52,abdul60@okaxis,tataplc@oksbi,151.4,2026-06-01 16:10:29,0
TXNA73FCB31,umang48@okaxis,"mandal,shahandraghavan@oksbi",333.04,2026-06-01 16:10:42,0
TXN3D62569B,eesha13@okaxis,acharya-kapur@oksbi,72.05,2026-06-01 16:11:20,0
TXN8A3E1579,vyanjana37@okaxis,nigam-nori@oksbi,134.27,2026-06-01 16:11:44,0
